comments;sentiment
meu produto veio errado e nao consigo fazer o cancrlamento no site...qrooo cancela a comprar ... alguem pf me ajudeeeeee.. afff..;neg
muito bom excelente;pos
falta de consideracao com o cliente .;neg
nao sei se voltaria a comprar nesta loja face a demora pra entregar...;pos
muito bom, recomendo.;pos
tudo ok;pos
comprei uma maleta modelo paris e veio uma maleta de um modelo diferente, comum que posso comprar em qualquer loja. se pudesse nao daria nenhuma estrela. desrespeito.;neg
comprei 02. unidades so recebi 01;neg
produtos poderiao ter um prazo mais curto para entrega.;pos
mais ou mesnos. comprei 3 unidades de delfetores do ar-condicionado, so fui recebido 2 unidades. 1 nao fui recebido ate agora. liguei ao vendedor 3 vezes e disse que vai mandar, ja faz mais de 1 semana,. nada.....;neg
produto foi entregue no prazo, qualidade otima do tecido;pos
otimo loja para compras. muito boa loja para comprar produtos de qualidade e com prazo certo de entrega. muito obrigado targaryen e a loja lannister.;pos
prazo de entrega;neg
produto muito bom;neg
nao gostei pois paguei frete pra chegar em casa e tive que retirar nos correios.nao sei qual foi o problema pois niguem me explica o motivo falta de respeito total com o cliente.depois pede avaliacao;neg
recomento. chegou antes do prazo.;pos
otimo. muito bom, veio antes do prazo. parabensestou muito satisfeita;pos
custo beneficio, simples de usar e rapido;pos
fiz o pedido de dois hub usb 10 portas, no entanto so recebi um, e na fatura mostram dois e no pedido tambem.;neg
nao. chegou . foi prometido entrega ate 02/08/2018 e ate agora nada.;neg
excelente . super recomendo, produto excelente.;pos
recomendado. gostei da eficiencia da entrega.;pos
nao abri o produto ainda...por que e um presente para o dia 23/07;pos
muito bom mesmo eu recomendo;pos
se voces nao entregam onde eu morro porque cobram o frete sendo que tenho que ir buscar;neg
produto entregue antes do prazo.;pos
produto bem inferior ao que parece no site baratheon , de baixa qualidade material e sem descricao satisfatoria, nao gostei e com certeza nao vou voltar a comprar desta empresa targaryen. obrigado;neg
gostei produto entregue bem antes da data marcada;pos
produto muito bom, chegou antes do prazo!;pos
excelente;pos
bom custo - beneficio.;pos
entrega foi super rapido, e o produto mas nao com infravermelho como eu queria nao vou trocar pq e uma burocracia.;neg
otima compra;pos
nao recebi o produto. nao recomendo!;neg
preco, rapidez na entrega .;pos
nao recebi nada ainda . falaram que iam me ligar e ate agora nada !!! nao recebi meu produto;neg
produto de pessima qualid. ja solicitei a troca do produto, por defeito, informacao diferente do que veio, avaria...;neg
endereco errado. mandaram pro endereco errado.vou buscar na central do correio;pos
bom. vale o preco;pos
apesar da greve dos correios, o produto chegou no prazo e bem embalado.;pos
entrega antes do prazo estipulado - produto bem embalado , recomendo;pos
otimo produto, foi entregue no prazo correto e funciona bem, sem aquelas frescuras de ter que configurar, so usar!;pos
pelicula de silicone foi aplicada corretamente, porem ela nao se adequa ao readmi 4x as bordas nao colaram e logo no primeiro dia quando coloquei o aparelho no bolso se soltou.... dinheiro jogado fora;neg
nao recebi minha compra, e ja faz muito tempo.;neg
muito bom entrega com agilidade e competencia.;pos
muito bom, cumpre a proposta, mas o custo beneficio nao vale a pena.;pos
recomendo este vendedor.;pos
gostaria de saber se o produto vai ser entregue ou nao? pra mim cancelar a compra.;neg
a compra realizada ainda nao foi entregue. estamos aguardando um retorno do vendedor!;neg
otima sempre volto a comprar;pos
nao tenho como ficar feliz pois passei o natal com minha sala vazia;neg
os correios atrasaram a entrega e a encomenda esta parada la no centro de distribuicao;neg
recomendo. produto bom.;pos
lojas lannister amo comprar ai, loja mt boa e confiavel.;pos
comprei 3 produtos e vieram apenas 2. estou tentando entrar em contato a dias e nao consigo. quando sera entregue o outro produto?;neg
otimo. otimo;pos
de todo o pedido feito no site, este foi o que mais demorou para entregar!!!;pos
gostei muito exatamente o que eu estava precisando.;pos
comprei uma caixa de som em 17/11/17 e ate a presente data 09/12/17nao recebi a mercadoria nem explicacoes da targaryen. ainda lhe obriga a dar uma estrela para efetivar a avaliacao.;neg
comprei o produto e nao foi entregue, entrei em contato no sac stark, falaram q deu problema na entrega que ia chegar ate 12.01.2018. porem ate agora nao chegou tem mais de 30 q comprei o produto.;neg
comprei um protetor para sofa de 2 e 3 lugares na cor preto e veio na cor marrom. solicitei a troca mas ate agora ninguem me deu uma resposta.;neg
veio a cor errada e nao estou conseguindo encaixar corretamente as pulseiras.;neg
boa loja;neg
a capa nao tem acabamento,parece que nao terminada a costura o produto naotem qualidade lannister;neg
nao recebi o produto;neg
top!. qualidade top!;pos
10. tudo corretoperfeito;pos
o produto foi entregue bem antes do prazo e conforme solicitacao. muito obrigada.;pos
prazo de entrega ultrapassou o previsto, vi pelo status q ocorreu algo durante o transporte da mercadoria e esperava um contato para justificar o acontecido e q por isso a entrega atrasaria mas n tive;neg
boa loja terceirizada;pos
nessa compra nao etendi!! eu tentei realizar compra do hd juntamente com a capa o cartao aprovou a compra somente da capa. o site pd ter me ligado para cancelar a compra do produto menor;neg
nao e whey protein tem gosto de achacolatado em po e muito doce produto falsificado quero reembolso vou devolver .;neg
estou solicitando uma troca e nao obtive resposta no prazo de 48 hs.estou insatisfeita.;neg
o produto nao chegou e nem recebi noticias;neg
otimo;pos
muito bom;neg
acredito que seja bom;neg
chegou no prazo!!ameeei a encomenda;pos
nao posso optar pois nao recebi o produto.;neg
ola bom dia ja mandei dois imais para informar q ao abrir a caixa vi q meu produto estava quebrado e nem o retirei da caixa nem da embalagem pq gostaria de uma solucao;neg
primeira vez que nao recebo o produto.;neg
nao recebi o produto, nao sei se o problema e da loja ou dos correios, se for dos correios, entendo que a loja deveria arrumar outra forma de envio, ja que nao podemos mais confiar nos correios.;neg
das 3 unidades, recebemos apenas 2 e nao temos o codigo de rastreamento para verificar se esta pendente a entrega nos correios.;pos
comprei 2 cloreto de magnesio chegaram apenas 1 unidade.;neg
apesar do prazo ser longo chegou no prazo informado. sem problemas.;pos
muita rapidez e praticidade na compra. os produtos chegaram bem antes do prazo. recomendo!;pos
chegou quebrada.;neg
ela e perfeita. ficou lindoooooooooo;pos
recomendo. recomendo;pos
negativo. nao vi nem a cor dele;neg
e a quarta chave canivete que compro lannister e nenhuma delas deu para dar ficar na minha chave do meu vectra outra coisa quero devolver as 4 horas que comprei que p e brincadeira;neg
pedido chega rapido;neg
as tesouras vieram tortas, cor diferente da divulgada na compra.;neg
muito bom eu tenho comercio aqui gostaria de saber se voce vende em atacado.se vende qual a porcentagem obrigado.;pos
ruim. minha avaliacao e ruim, recebi o produto divergente e solicitei a correcao e ate o momento nao houve retorno, protocolo 2018051834577.;neg
lindo;neg
entrega rapida;pos
otima . recebi dentro do prazo estipulado;pos
muito bom!!;pos
a mercadoria ainda nao chegou.;neg
o produto ainda nao chegou!;neg
chegou antes do previsto, bom atendimento, livros em perfeitas condicoes. recomendo;pos
entregue rapidamente;pos
produto lindo;pos
a primeira entrega foi parar no vizinho, a segunda que estava prevista para o dia 19, ate agora nao recebi.;neg
muito bom;pos
entrega muito rapida. otimo produto.;pos
mto bom;pos
tudo ok;pos
tudo ok.;pos
nao recomendado;neg
otima qualidade e de facil aplicacao;pos
satisfeita. entrega rapida e tudo certinho;pos
quero reembolso;neg
confio no trabalho das lannister,;pos
a cadeira veio toda arranhada e encardida e a montagem nao e facil pois os encaixes sao muito duros e no manual diz que precisa de um martelo de borracha, que nao tenho e vou ser obrigada a comprar;neg
vara grande, recomendo;pos
recomendo;pos
o audio dele nao e bom, e muito baixo alem de o som parecer estar meio tampado. voce coloca no volume maximo e quase nao se escuta direito. fora a qualidade que fica devendo e muito.;neg
o produto foi entregue no prazo estipulado no ato da compra, porem, eu acho que 20 dias e muito tempo para a distancia entre o rio de janeiro e sao jose dos campos;pos
otima. no prazo;pos
o produto excelente, entrega demorou mais q o previsto. mas fui avisada que iria demorar um pouco mais;pos
super recomendado . estao de parabens, entrega antes do prazo e um otimo relogio;pos
otima!!;pos
veio no prazo,o que pedi e na cor certa,gostei do produto,muito bom.;pos
a cortina nao e a estampa da foto que divulgam no site, emo tecido do barrado tambem e mais comum do que mostra na foto do site. esperava que fosse de melhor qualidade;neg
entrega rapida, bem embalada. referente o cafe estou testando ainda.;pos
bom. e legal poder atender ate as necessidades dos animais ,gostei e recomendo a compra ,luna ja esta se acostumando com o sanitario canino ,muito legal nao precisar linpa suas fezes;pos
apesar do atraso na entrega mais recomendo.;neg
o produto veio certo . o produto veio certo mais com defeito;neg
eu nao entendi o que houve, pedi 2 cadeiras e so veio 1. estou no aguardo da segunda cadeira, espero nao ter problemas com isso...;neg
continuo aguardando o produto e pelo rastreio esta preso em curitiba. era p ter sido entregue dia 24 e hj dia 27 continua em outro estado.o frete da lannister e um dos mais caros e o que mais demor;neg
chegou antes do prazo, produto muito bom!!;pos
nao sei onde o produto se perdeu, mas saiu de curitiba e nao chegou no rio. nenhuma satisfacao;neg
mega recomendo;pos
nao comprem nada desse distribuidor muito menos desse vendedor, aprovaram o pagamento e nao entregaram o produto, sacanas, e depois do prazo expirado colocaram no status produto indisponivel.;neg
vou instalar ele hj. muito obrigado;pos
muito bom;pos
nota 10.. o meu pedido veio muito rapido.;pos
o produto chegou no prazo, e em perfeito estado. gostei! muito satisfeita.;pos
super recomendado. muito bom;pos
ruim. produto veio errado;neg
o produto chegou no prazo e em perfeito estado.nao tive nenhum problema;pos
o produto chegou bem embalado e antes do prazo!! recomendo!!!;pos
otimo. . chegou no prazo.;pos
o produto chegou bem antes do prazo limite;pos
produto muito fragil. nao vale o valor pago.;neg
otimo;pos
otimo . otimo;pos
meu pedido nao chegou!;neg
comprei um adaptador,no ato da compra apareceu que era 16 dias uteis,esperei 1 mes , e nem a nota fiscal me mandaram,,meu pedido era para chegar dia 22...;neg
100 otimo!;pos
ja comprei varios itens no site e sempre chegam antes do prazo e sem defeito;pos
recebi o produto antes do prazo.tudo perfeito!;pos
excelente;pos
produto poderia ser mais bem acabado. mas creio que va funcionar;neg
recomendo a loja targaryen e o baratheon. otima parceria.;pos
bom;pos
parabens;pos
okrecebido conforme informado;pos
atende o que queria. atende o solicitado.;pos
o produto foi entregue e atende ao prometido.;pos
bom custo beneficio!!. chegou dentro do prazo e conforme especificado. comprei 2 unidades e infelizmente uma delas veio toda amassada o que com certeza foi problema da transportadora mas nao tem mais em estoque para troca!!;pos
muito agil no quesito entrega, fuquei um pouco receoso com a embalagem quando me entregaram, no mais foi excelente a esperiencia de compra!;pos
ate agora nao recebi;neg
bom. produto conforme descricao;neg
produto veio exatamente como descrito no site.;pos
nota 10. perfeito;pos
amei a qualidade;pos
eu esperei mais de 30 dias pra dar de presente e nao veio. pedi pra cancelar e voces disseram que nao podiam mais.;neg
encomenda entregue antes do prazo!;pos
entregue no prazo. mercadorias conforme anunciadas. ok.;pos
fiz a compra do kit de quatro pneus.a entrega foi feita fora do prazo..e ainda quando recebi chegou apenas 2 unidades.deprimente.;neg
chegou antes do prazo previsto, otima qualidade, atendeu as minhas expectativas.recomendo;pos
recebi so um dos itens. recebi apenas 1 das 2 luminarias, entao nao entendo como o stark pode setar o produto como entregue.;neg
compro em varios lugares sempre entrega no prazo e ate antes esssa nao entrega no prazo;neg
nao disponibiliza acesso para contato com o comprador. enviou apenas um dos produtos. nao houve movimentacao, ate o momento, para justificar a ocorrencia na entrega e a consequente devolucao do valor;neg
produto bem util.otimo custo beneficio eu recomedaria este produto.;pos
o modelo entregue nao foi compativel ao cruize lt;neg
erro de produto. a capa nao se ajusta ao aparelho;neg
recomendo;pos
o produto chegou em perfeito estado e antes do prazo super indico;pos
adquiri um kit rivera 5 pecas nao recebi o cobre leito,veio um lencol muito fino que nao e um cobre leito.gostaria que fosse trocado pelo produto que adquiri no site.;neg
